step,ee_x_b,ee_y_b,ee_z_b,radius_m,min_joint_margin,pose_err_m,manipulability,gripper
677,0.5229,-0.1006,1.2174,0.9687,0.0496,0.1143,0.027262,0.035
678,0.5234,-0.1024,1.218,0.9697,0.0502,0.1147,0.027245,0.035
679,0.5207,-0.1042,1.2174,0.9687,0.0502,0.1167,0.026368,0.035
680,0.5168,-0.1016,1.2178,0.9679,0.0497,0.1152,0.025887,0.035
681,0.5154,-0.0984,1.2187,0.9681,0.0499,0.113,0.026292,0.035
682,0.516,-0.1001,1.2194,0.9691,0.0504,0.1142,0.026312,0.035
683,0.5139,-0.102,1.2186,0.9681,0.0501,0.1169,0.025582,0.035
684,0.511,-0.0996,1.2188,0.9673,0.0497,0.1162,0.025263,0.035
685,0.5106,-0.0969,1.2196,0.9677,0.0498,0.113,0.025775,0.035
686,0.5121,-0.099,1.2201,0.9688,0.0504,0.113,0.025892,0.035
687,0.511,-0.1011,1.2191,0.9678,0.0501,0.1146,0.025254,0.035
688,0.5087,-0.0991,1.219,0.967,0.0496,0.1129,0.024951,0.035
689,0.5082,-0.0964,1.22,0.9676,0.0496,0.1098,0.025371,0.035
690,0.5092,-0.0981,1.2206,0.9686,0.0502,0.1099,0.025375,0.035
691,0.5076,-0.0998,1.2194,0.9672,0.0501,0.1113,0.024718,0.035
692,0.5049,-0.0976,1.2194,0.9665,0.0496,0.1097,0.024393,0.035
693,0.5038,-0.095,1.2207,0.9672,0.0496,0.1068,0.024692,0.035
694,0.504,-0.0962,1.2216,0.9682,0.0503,0.1069,0.02461,0.035
695,0.502,-0.0976,1.2204,0.9668,0.0501,0.1082,0.023998,0.035
696,0.4991,-0.0957,1.2205,0.9661,0.0497,0.1069,0.023677,0.035
697,0.4975,-0.0931,1.2221,0.9671,0.0497,0.1042,0.023845,0.035
698,0.4971,-0.0938,1.223,0.9679,0.0503,0.1041,0.023711,0.035
699,0.495,-0.0949,1.222,0.9666,0.0501,0.1052,0.023177,0.035
700,0.4921,-0.0933,1.2221,0.966,0.0498,0.1042,0.022855,0.035
701,0.4903,-0.091,1.2234,0.9667,0.0497,0.1019,0.022849,0.035
702,0.4893,-0.0909,1.2241,0.9671,0.0502,0.1014,0.022664,0.035
703,0.4874,-0.0916,1.2233,0.9661,0.0502,0.102,0.022232,0.035
704,0.4848,-0.0905,1.2231,0.9653,0.0499,0.1013,0.021927,0.035
705,0.483,-0.0888,1.2239,0.9656,0.0498,0.0997,0.021775,0.035
706,0.4816,-0.0882,1.2243,0.9657,0.0501,0.0988,0.021578,0.035
707,0.48,-0.0883,1.2239,0.965,0.0502,0.0988,0.021253,0.035
708,0.4779,-0.0878,1.2235,0.9641,0.05,0.0984,0.020996,0.035
709,0.4762,-0.0868,1.2238,0.964,0.0499,0.0973,0.020825,0.035
710,0.4749,-0.086,1.2242,0.9641,0.05,0.0963,0.02064,0.035
711,0.4734,-0.0857,1.2242,0.9639,0.0501,0.0957,0.020411,0.035
712,0.4718,-0.0853,1.224,0.9633,0.05,0.0953,0.020213,0.035
713,0.4703,-0.0849,1.2241,0.9631,0.0499,0.0946,0.020079,0.035
714,0.469,-0.0843,1.2245,0.9632,0.0498,0.0938,0.01997,0.035
715,0.4678,-0.0838,1.225,0.9634,0.0498,0.0929,0.019841,0.035
716,0.4665,-0.0833,1.2253,0.9634,0.0498,0.0923,0.019696,0.035
717,0.465,-0.0829,1.2255,0.9634,0.0498,0.0916,0.01956,0.035
718,0.4636,-0.0824,1.2259,0.9634,0.0497,0.0909,0.019441,0.035
719,0.4623,-0.0818,1.2263,0.9636,0.0497,0.0901,0.01933,0.035
720,0.4609,-0.0813,1.2268,0.9638,0.0497,0.0893,0.019213,0.035
721,0.4595,-0.0807,1.2272,0.964,0.0497,0.0885,0.01909,0.035
722,0.4581,-0.0802,1.2277,0.9641,0.0498,0.0877,0.018966,0.035
723,0.4567,-0.0796,1.2281,0.9642,0.0498,0.087,0.018846,0.035
724,0.4552,-0.079,1.2285,0.9644,0.0498,0.0862,0.01873,0.035
725,0.4538,-0.0784,1.229,0.9646,0.0499,0.0854,0.018615,0.035
726,0.4523,-0.0778,1.2295,0.9647,0.0499,0.0846,0.0185,0.035
727,0.4509,-0.0771,1.2299,0.9649,0.0499,0.0838,0.018385,0.035
728,0.4495,-0.0765,1.2303,0.9651,0.0499,0.083,0.018272,0.035
729,0.4481,-0.0759,1.2308,0.9652,0.05,0.0822,0.01816,0.035
730,0.4466,-0.0752,1.2312,0.9654,0.05,0.0814,0.01805,0.035
731,0.4452,-0.0746,1.2316,0.9655,0.05,0.0806,0.017942,0.035
732,0.4438,-0.0739,1.2321,0.9657,0.05,0.0798,0.017835,0.035
733,0.4424,-0.0733,1.2325,0.9659,0.05,0.0789,0.017729,0.035
734,0.4411,-0.0726,1.2329,0.966,0.05,0.0781,0.017625,0.035
735,0.4397,-0.072,1.2333,0.9662,0.05,0.0773,0.017521,0.035
736,0.4383,-0.0713,1.2337,0.9663,0.05,0.0765,0.017419,0.035
737,0.4369,-0.0707,1.2341,0.9665,0.05,0.0757,0.017317,0.035
738,0.4355,-0.07,1.2345,0.9667,0.05,0.0748,0.017217,0.035
739,0.4341,-0.0693,1.2349,0.9668,0.05,0.074,0.017117,0.035
740,0.4328,-0.0687,1.2353,0.967,0.05,0.0732,0.017018,0.035
741,0.4314,-0.068,1.2357,0.9671,0.05,0.0724,0.01692,0.035
742,0.43,-0.0673,1.2361,0.9673,0.05,0.0716,0.016822,0.035
743,0.4286,-0.0666,1.2365,0.9674,0.05,0.0708,0.016725,0.035
744,0.4272,-0.066,1.2369,0.9676,0.05,0.07,0.016628,0.035
745,0.4258,-0.0653,1.2373,0.9677,0.05,0.0692,0.016532,0.035
746,0.4244,-0.0646,1.2376,0.9679,0.05,0.0684,0.016436,0.035
747,0.423,-0.0639,1.238,0.968,0.05,0.0676,0.016341,0.035
748,0.4215,-0.0632,1.2384,0.9681,0.05,0.0668,0.016246,0.035
749,0.4201,-0.0625,1.2388,0.9683,0.05,0.0661,0.016152,0.035
750,0.4187,-0.0618,1.2391,0.9684,0.05,0.0653,0.016058,0.035
751,0.4172,-0.0612,1.2395,0.9685,0.05,0.0645,0.015964,0.035
752,0.4158,-0.0605,1.2398,0.9687,0.05,0.0638,0.015871,0.035
753,0.4143,-0.0598,1.2402,0.9688,0.05,0.063,0.015777,0.035
754,0.4129,-0.0591,1.2405,0.9689,0.05,0.0623,0.015684,0.035
755,0.4114,-0.0584,1.2408,0.969,0.05,0.0615,0.015592,0.035
756,0.41,-0.0577,1.2411,0.9691,0.05,0.0608,0.015499,0.035
757,0.4085,-0.057,1.2415,0.9692,0.05,0.0601,0.015406,0.035
758,0.407,-0.0564,1.2418,0.9694,0.05,0.0594,0.015314,0.035
759,0.4055,-0.0557,1.2421,0.9695,0.05,0.0586,0.015222,0.035
760,0.404,-0.055,1.2424,0.9695,0.05,0.0579,0.01513,0.035
761,0.4025,-0.0543,1.2427,0.9696,0.05,0.0572,0.015037,0.035
762,0.401,-0.0537,1.243,0.9697,0.05,0.0566,0.014945,0.035
763,0.3994,-0.053,1.2432,0.9698,0.05,0.0559,0.014854,0.035
764,0.3979,-0.0523,1.2435,0.9699,0.05,0.0552,0.014762,0.035
765,0.3964,-0.0517,1.2438,0.97,0.05,0.0546,0.01467,0.035
766,0.3948,-0.051,1.2441,0.9701,0.05,0.0539,0.014579,0.035
767,0.3933,-0.0503,1.2443,0.9701,0.05,0.0533,0.014488,0.035
768,0.3917,-0.0497,1.2446,0.9702,0.05,0.0526,0.014397,0.035
769,0.3901,-0.049,1.2448,0.9703,0.05,0.052,0.014306,0.035
770,0.3885,-0.0484,1.2451,0.9703,0.05,0.0514,0.014216,0.035
771,0.387,-0.0478,1.2453,0.9704,0.05,0.0508,0.014126,0.035
772,0.3854,-0.0471,1.2455,0.9704,0.05,0.0502,0.014036,0.035
773,0.3838,-0.0465,1.2457,0.9705,0.05,0.0496,0.013947,0.035
774,0.3822,-0.0459,1.246,0.9705,0.05,0.049,0.013858,0.035
775,0.3806,-0.0452,1.2462,0.9706,0.05,0.0485,0.013769,0.035
776,0.3789,-0.0446,1.2464,0.9706,0.05,0.0479,0.013681,0.035
777,0.3773,-0.044,1.2466,0.9707,0.05,0.0473,0.013594,0.035
778,0.3757,-0.0434,1.2468,0.9707,0.05,0.0468,0.013506,0.035
779,0.3741,-0.0428,1.247,0.9707,0.05,0.0463,0.01342,0.035
780,0.3724,-0.0422,1.2471,0.9708,0.05,0.0457,0.013334,0.035
781,0.3708,-0.0417,1.2473,0.9708,0.05,0.0452,0.013248,0.035
782,0.3692,-0.0411,1.2475,0.9708,0.05,0.0447,0.013162,0.035
783,0.3676,-0.0405,1.2477,0.9709,0.05,0.0442,0.013077,0.035
784,0.3659,-0.04,1.2478,0.9709,0.05,0.0438,0.012993,0.035
785,0.3643,-0.0394,1.248,0.9709,0.05,0.0433,0.012909,0.035
786,0.3627,-0.0389,1.2481,0.9709,0.05,0.0428,0.012825,0.035
787,0.3611,-0.0383,1.2483,0.971,0.05,0.0424,0.012741,0.035
788,0.3594,-0.0378,1.2484,0.971,0.05,0.042,0.012658,0.035
789,0.3578,-0.0373,1.2486,0.971,0.05,0.0415,0.012575,0.035
790,0.3562,-0.0368,1.2487,0.971,0.05,0.0411,0.012493,0.035
791,0.3546,-0.0363,1.2488,0.971,0.05,0.0407,0.01241,0.035
792,0.353,-0.0358,1.2489,0.971,0.05,0.0403,0.012328,0.035
793,0.3514,-0.0353,1.2491,0.9711,0.05,0.04,0.012247,0.035
794,0.3498,-0.0349,1.2492,0.9711,0.05,0.0396,0.012165,0.035
795,0.3482,-0.0344,1.2493,0.9711,0.05,0.0393,0.012084,0.035
796,0.3466,-0.034,1.2494,0.9711,0.05,0.0389,0.012003,0.035
797,0.3451,-0.0335,1.2495,0.9711,0.05,0.0386,0.011922,0.035
798,0.3435,-0.0331,1.2496,0.9711,0.05,0.0383,0.011842,0.035
799,0.342,-0.0327,1.2497,0.9711,0.05,0.038,0.011762,0.035
800,0.3405,-0.0323,1.2497,0.9711,0.05,0.0378,0.011683,0.035
801,0.3389,-0.0319,1.2498,0.9711,0.05,0.0375,0.011604,0.035
802,0.3374,-0.0316,1.2499,0.9711,0.05,0.0373,0.011521,0.035
803,0.3359,-0.0312,1.25,0.9711,0.0499,0.0371,0.011434,0.035
804,0.3344,-0.031,1.25,0.9711,0.0497,0.037,0.011345,0.035
805,0.3328,-0.0308,1.2501,0.9711,0.0496,0.0369,0.011256,0.035
806,0.3312,-0.0307,1.2502,0.9711,0.0495,0.0369,0.011168,0.035
807,0.3295,-0.0306,1.2502,0.9712,0.0494,0.0369,0.011079,0.035
808,0.3278,-0.0306,1.2503,0.9712,0.0494,0.037,0.01099,0.035
809,0.326,-0.0306,1.2503,0.9712,0.0494,0.0371,0.010898,0.035
810,0.3242,-0.0307,1.2504,0.9712,0.0494,0.0372,0.010804,0.035
811,0.3222,-0.0308,1.2504,0.9712,0.0495,0.0373,0.010707,0.035
812,0.3202,-0.0309,1.2505,0.9712,0.0495,0.0374,0.010606,0.035
813,0.3182,-0.031,1.2505,0.9712,0.0495,0.0375,0.010501,0.035
814,0.3161,-0.0311,1.2505,0.9712,0.0496,0.0376,0.010393,0.035
815,0.3139,-0.0312,1.2506,0.9712,0.0496,0.0377,0.010282,0.035
816,0.3117,-0.0312,1.2506,0.9712,0.0496,0.0377,0.01017,0.035
817,0.3094,-0.0313,1.2506,0.9712,0.0496,0.0377,0.010057,0.035
818,0.3071,-0.0313,1.2507,0.9712,0.0496,0.0377,0.009945,0.035
819,0.3047,-0.0312,1.2507,0.9712,0.0496,0.0376,0.009837,0.035
820,0.3024,-0.0311,1.2507,0.9712,0.0496,0.0375,0.009734,0.035
821,0.3,-0.031,1.2507,0.9712,0.0496,0.0374,0.009638,0.035
822,0.2977,-0.0309,1.2508,0.9713,0.0496,0.0372,0.009552,0.035
823,0.2953,-0.0307,1.2508,0.9713,0.0496,0.037,0.00948,0.035
824,0.293,-0.0305,1.2508,0.9713,0.0497,0.0368,0.009426,0.035
825,0.2907,-0.0302,1.2508,0.9713,0.0498,0.0366,0.009389,0.035
826,0.2884,-0.03,1.2508,0.9714,0.05,0.0364,0.00937,0.035
827,0.2863,-0.0297,1.2508,0.9714,0.05,0.0362,0.009374,0.035
828,0.2842,-0.0295,1.2509,0.9714,0.05,0.036,0.009404,0.035
829,0.2822,-0.0293,1.2509,0.9715,0.0501,0.0358,0.00946,0.035
830,0.2803,-0.0291,1.2509,0.9715,0.0501,0.0357,0.009541,0.035
831,0.2784,-0.0291,1.2509,0.9716,0.0501,0.0357,0.00965,0.035
832,0.2766,-0.0291,1.2509,0.9716,0.05,0.0357,0.009784,0.035
833,0.2748,-0.0292,1.2509,0.9717,0.05,0.0359,0.009939,0.035
834,0.273,-0.0294,1.2509,0.9717,0.0499,0.036,0.010117,0.035
835,0.2713,-0.0297,1.2509,0.9718,0.0499,0.0363,0.010314,0.035
836,0.2695,-0.0301,1.2509,0.9718,0.0499,0.0366,0.010526,0.035
837,0.2677,-0.0306,1.2508,0.9718,0.0498,0.037,0.010753,0.035
838,0.2658,-0.0312,1.2508,0.9719,0.0498,0.0375,0.010994,0.035
839,0.2639,-0.0318,1.2507,0.9719,0.0498,0.038,0.011244,0.035
840,0.2619,-0.0325,1.2506,0.9719,0.0497,0.0385,0.0115,0.035
841,0.2598,-0.0333,1.2505,0.9719,0.0497,0.0391,0.011762,0.035
842,0.2576,-0.034,1.2504,0.9719,0.0496,0.0395,0.012014,0.035
843,0.2554,-0.0348,1.2502,0.9718,0.0494,0.0401,0.012238,0.035
844,0.2533,-0.0355,1.25,0.9718,0.0491,0.0407,0.012431,0.035
845,0.2511,-0.0362,1.2498,0.9717,0.049,0.0413,0.012589,0.035
846,0.2489,-0.0366,1.2496,0.9716,0.0491,0.0419,0.012713,0.035
847,0.2467,-0.0369,1.2494,0.9715,0.0492,0.0425,0.012808,0.035
848,0.2445,-0.037,1.2491,0.9714,0.0492,0.043,0.012885,0.035
849,0.2422,-0.0367,1.2489,0.9713,0.0494,0.0433,0.012949,0.035
850,0.2399,-0.0363,1.2487,0.9713,0.0496,0.0436,0.012998,0.035
851,0.2377,-0.0355,1.2485,0.9712,0.0497,0.0438,0.013036,0.035
852,0.2356,-0.0345,1.2483,0.9711,0.0497,0.0438,0.013067,0.035
853,0.2335,-0.0332,1.2481,0.971,0.0497,0.0438,0.013091,0.035
854,0.2314,-0.0317,1.248,0.9709,0.0498,0.0437,0.013105,0.035
855,0.2295,-0.0299,1.2478,0.9709,0.0499,0.0435,0.013109,0.035
856,0.2277,-0.028,1.2477,0.9708,0.0498,0.0433,0.013108,0.035
857,0.226,-0.0259,1.2475,0.9707,0.0498,0.043,0.0131,0.035
858,0.2244,-0.0236,1.2474,0.9707,0.0498,0.0428,0.013085,0.035
859,0.223,-0.0213,1.2473,0.9706,0.0499,0.0426,0.013061,0.035
860,0.2217,-0.0188,1.2472,0.9705,0.0498,0.0424,0.013031,0.035
861,0.2205,-0.0161,1.2471,0.9705,0.0498,0.0422,0.012997,0.035
862,0.2194,-0.0134,1.247,0.9704,0.0498,0.0422,0.012956,0.035
863,0.2185,-0.0106,1.2469,0.9704,0.0498,0.0421,0.012908,0.035
864,0.2178,-0.0078,1.2468,0.9703,0.0498,0.0422,0.012854,0.035
865,0.2171,-0.0049,1.2467,0.9703,0.0498,0.0422,0.012798,0.035
866,0.2167,-0.0019,1.2467,0.9703,0.0498,0.0424,0.012735,0.035
867,0.2164,0.0011,1.2466,0.9702,0.0499,0.0426,0.012665,0.035
868,0.2163,0.0042,1.2465,0.9702,0.0498,0.0428,0.012592,0.035
869,0.2165,0.0073,1.2465,0.9701,0.0498,0.0431,0.012516,0.035
870,0.2168,0.0104,1.2465,0.9701,0.0499,0.0435,0.012436,0.035
871,0.2173,0.0135,1.2465,0.9701,0.0499,0.0439,0.01235,0.035
872,0.218,0.0166,1.2465,0.9701,0.0498,0.0443,0.012263,0.035
873,0.219,0.0197,1.2465,0.9701,0.0498,0.0447,0.012178,0.035
874,0.2201,0.0227,1.2465,0.9701,0.0497,0.0453,0.012092,0.035
875,0.2215,0.0257,1.2465,0.9701,0.0498,0.0458,0.012007,0.035
876,0.2231,0.0287,1.2466,0.9701,0.0499,0.0464,0.011927,0.035
877,0.2248,0.0316,1.2466,0.9701,0.05,0.0472,0.011855,0.035
878,0.2267,0.0345,1.2467,0.9701,0.0501,0.048,0.011788,0.035
879,0.2289,0.0374,1.2467,0.9701,0.0501,0.0489,0.011722,0.035
880,0.2311,0.0401,1.2468,0.9701,0.0501,0.0499,0.011659,0.035
881,0.2335,0.0426,1.2469,0.9701,0.0501,0.0508,0.011601,0.035
882,0.236,0.0448,1.2469,0.9701,0.0501,0.0518,0.011546,0.035
883,0.2384,0.0469,1.247,0.9701,0.0501,0.0527,0.011497,0.035
884,0.2409,0.0486,1.2471,0.9701,0.0501,0.0536,0.011454,0.035
885,0.2433,0.0502,1.2472,0.9702,0.0501,0.0544,0.011418,0.035
886,0.2457,0.0515,1.2473,0.9702,0.0501,0.0552,0.011388,0.035
887,0.2479,0.0527,1.2474,0.9702,0.0501,0.0559,0.011364,0.035
888,0.25,0.0536,1.2475,0.9702,0.0501,0.0566,0.011348,0.035
889,0.2519,0.0545,1.2476,0.9703,0.0501,0.0573,0.011339,0.035
890,0.2537,0.0552,1.2476,0.9703,0.0501,0.0579,0.011336,0.035
891,0.2552,0.0558,1.2477,0.9703,0.0501,0.0585,0.011339,0.035
892,0.2566,0.0564,1.2477,0.9703,0.0501,0.059,0.011348,0.035
893,0.2578,0.0569,1.2478,0.9703,0.0501,0.0595,0.011362,0.035
894,0.2588,0.0573,1.2478,0.9704,0.0501,0.06,0.01138,0.035
895,0.2596,0.0577,1.2478,0.9704,0.0501,0.0604,0.0114,0.035
896,0.2602,0.0581,1.2478,0.9704,0.0501,0.0609,0.011423,0.035
897,0.2608,0.0585,1.2478,0.9703,0.05,0.0612,0.011448,0.035
898,0.2611,0.0588,1.2478,0.9703,0.05,0.0616,0.011472,0.035
899,0.2614,0.0591,1.2478,0.9703,0.05,0.0619,0.011496,0.035
900,0.2616,0.0594,1.2477,0.9703,0.05,0.0622,0.011519,0.035
901,0.2618,0.0597,1.2477,0.9703,0.05,0.0625,0.011541,0.035
902,0.2618,0.06,1.2477,0.9703,0.05,0.0627,0.011561,0.035
903,0.2619,0.0602,1.2477,0.9703,0.05,0.063,0.011578,0.035
904,0.2619,0.0604,1.2476,0.9703,0.05,0.0632,0.011593,0.035
905,0.262,0.0606,1.2476,0.9703,0.05,0.0634,0.011606,0.035
906,0.262,0.0608,1.2476,0.9703,0.05,0.0635,0.011616,0.035
907,0.262,0.0609,1.2476,0.9703,0.05,0.0637,0.011624,0.035
908,0.2621,0.0611,1.2476,0.9702,0.05,0.0638,0.01163,0.035
909,0.2622,0.0612,1.2476,0.9702,0.05,0.0639,0.011634,0.035
910,0.2623,0.0613,1.2476,0.9702,0.05,0.064,0.011636,0.035
911,0.2624,0.0613,1.2476,0.9702,0.05,0.0641,0.011637,0.035
912,0.2625,0.0614,1.2476,0.9702,0.05,0.0641,0.011637,0.035
913,0.2626,0.0614,1.2476,0.9702,0.05,0.0642,0.011637,0.035
914,0.2628,0.0614,1.2476,0.9702,0.05,0.0642,0.011636,0.035
915,0.2629,0.0614,1.2476,0.9702,0.05,0.0642,0.011635,0.035
916,0.263,0.0615,1.2476,0.9702,0.05,0.0643,0.011634,0.035
917,0.2632,0.0615,1.2476,0.9703,0.05,0.0643,0.011633,0.035
918,0.2633,0.0615,1.2476,0.9703,0.05,0.0643,0.011633,0.035
919,0.2634,0.0615,1.2476,0.9703,0.05,0.0643,0.011633,0.035
920,0.2635,0.0615,1.2476,0.9703,0.05,0.0643,0.011633,0.035
921,0.2635,0.0615,1.2476,0.9703,0.05,0.0644,0.011634,0.035
922,0.2636,0.0615,1.2476,0.9703,0.05,0.0644,0.011635,0.035
923,0.2636,0.0615,1.2476,0.9703,0.05,0.0644,0.011637,0.035
924,0.2637,0.0615,1.2476,0.9703,0.05,0.0644,0.011639,0.035
925,0.2637,0.0615,1.2476,0.9703,0.05,0.0644,0.011641,0.035
926,0.2637,0.0615,1.2476,0.9703,0.05,0.0644,0.011643,0.035
927,0.2637,0.0616,1.2476,0.9703,0.05,0.0644,0.011645,0.035
928,0.2637,0.0616,1.2476,0.9703,0.05,0.0645,0.011647,0.035
929,0.2636,0.0616,1.2476,0.9703,0.05,0.0645,0.011649,0.035
930,0.2636,0.0616,1.2476,0.9703,0.05,0.0645,0.01165,0.035
931,0.2636,0.0616,1.2476,0.9703,0.05,0.0645,0.011652,0.035
932,0.2636,0.0616,1.2476,0.9702,0.05,0.0645,0.011653,0.035
933,0.2636,0.0617,1.2476,0.9702,0.05,0.0645,0.011654,0.035
934,0.2636,0.0617,1.2476,0.9702,0.05,0.0645,0.011654,0.035
935,0.2636,0.0617,1.2476,0.9702,0.05,0.0645,0.011655,0.035
936,0.2635,0.0617,1.2476,0.9702,0.05,0.0645,0.011655,0.035
937,0.2635,0.0617,1.2476,0.9702,0.05,0.0646,0.011655,0.035
938,0.2635,0.0617,1.2476,0.9702,0.05,0.0646,0.011655,0.035
939,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
940,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
941,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
942,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
943,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
944,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
945,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
946,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
947,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
948,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
949,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
950,0.2637,0.0617,1.2476,0.9703,0.05,0.0646,0.011652,0.035
951,0.2637,0.0617,1.2476,0.9703,0.05,0.0646,0.011652,0.035
952,0.2637,0.0617,1.2476,0.9703,0.05,0.0646,0.011652,0.035
953,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
954,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011652,0.035
955,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
956,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
957,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
958,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
959,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
960,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
961,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
962,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
963,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
964,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
965,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
966,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011654,0.035
967,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
968,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
969,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
970,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
971,0.2636,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
972,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
973,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
974,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
975,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
976,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
977,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
978,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
979,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
980,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
981,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
982,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
983,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
984,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
985,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
986,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
987,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
988,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
989,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
990,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
991,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
992,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
993,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
994,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
995,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
996,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
997,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
998,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
999,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1000,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1001,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1002,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1003,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1004,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1005,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1006,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1007,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1008,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1009,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1010,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1011,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1012,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1013,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1014,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1015,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1016,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1017,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1018,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
1019,0.2637,0.0617,1.2476,0.9702,0.05,0.0646,0.011653,0.035
