radius_m,manipulability,ee_x,ee_y,ee_z
0.9472,0.05862,-0.157,0.2065,1.084
0.8136,0.044733,0.284,-0.5171,0.9082
0.833,0.060219,-0.1571,-0.4014,0.8499
0.7979,0.107719,0.3512,-0.6197,0.7803
1.0345,0.064546,-0.0811,0.4732,1.1175
0.4835,0.016909,0.226,0.1333,0.7389
0.9803,0.057743,-0.1089,0.6937,0.8394
0.4313,0.066565,0.164,-0.385,0.4203
0.7533,0.065886,0.6678,-0.5501,0.6394
0.7141,0.083143,0.4564,0.4249,0.8318
1.0717,0.054141,0.5436,0.4567,1.2181
1.1076,0.010714,0.8667,-0.2707,1.1919
0.715,0.042196,-0.2233,0.2468,0.701
1.0437,0.04455,0.0954,-0.2422,1.2746
0.5894,0.054532,0.6166,-0.4605,0.4665
0.8585,0.061122,0.5773,-0.5181,0.9056
0.5785,0.05452,0.0136,-0.3143,0.673
0.8987,0.12572,-0.0559,0.5691,0.878
0.7845,0.062078,-0.0476,-0.5141,0.7607
0.4166,0.029542,0.3872,-0.2374,0.6111
0.8586,0.126481,0.907,0.0996,0.8782
0.4045,0.045436,0.439,-0.274,0.5428
1.1277,0.036347,0.0029,0.4087,1.2883
1.0552,0.046166,0.57,-0.26,1.2662
1.1228,0.036459,0.4955,0.2,1.3673
0.8787,0.084729,-0.0952,-0.1112,1.0573
0.8946,0.071448,-0.0339,0.1136,1.1025
0.6046,0.066923,0.0015,-0.4585,0.5388
0.7845,0.083686,0.1808,-0.4763,0.8922
0.7613,0.083866,0.0727,-0.4551,0.8469
0.7894,0.054721,-0.0416,-0.0979,0.9853
0.9097,0.037912,-0.0498,-0.1735,1.1021
0.8623,0.072209,0.8747,0.214,0.8853
0.7424,0.044557,-0.0803,0.4109,0.7681
0.9982,0.051125,0.0795,-0.4516,1.1428
0.8046,0.078029,-0.0628,-0.2598,0.9502
0.9672,0.084076,0.9055,0.392,0.9234
0.5467,0.027287,0.2788,-0.1877,0.7931
0.8613,0.057038,0.6144,-0.3814,0.9851
1.109,0.018067,0.8616,0.252,1.2019
0.9513,0.050734,-0.0273,-0.3881,1.085
1.0193,0.095787,-0.1126,0.1341,1.2027
0.3658,0.048846,0.2132,0.3256,0.4222
0.9584,0.074022,0.7286,0.4382,1.0161
0.9253,0.036656,0.1532,0.0313,1.1932
1.1736,0.023746,0.4315,0.0641,1.4443
0.6707,0.039434,0.105,0.1413,0.9062
0.872,0.033208,0.2064,0.3325,1.0807
0.4374,0.032038,0.2475,-0.3109,0.5836
0.9738,0.047204,-0.2755,-0.1279,1.0558
0.9769,0.11333,0.53,0.2741,1.1888
1.1769,0.014279,0.2324,-0.1946,1.4389
0.9319,0.039727,0.3581,-0.3639,1.136
1.0954,0.015233,0.4741,0.6413,1.1505
0.4517,0.130018,0.1251,-0.3678,0.0876
0.3285,0.079279,0.3094,-0.325,0.2567
0.6681,0.031564,0.2693,0.1827,0.9227
1.0233,0.037592,-0.1215,0.655,0.9463
1.1591,0.018073,0.4045,0.3396,1.3845
0.2359,0.050656,0.4076,0.2097,0.323
0.2064,0.023883,0.4336,0.109,0.3983
0.7138,0.106057,0.6229,-0.3503,0.8099
0.5151,0.101187,0.6442,0.388,0.2741
0.4544,0.025721,0.5305,0.0552,0.669
1.1542,0.016382,0.3024,0.1298,1.4273
1.1168,0.02935,0.7264,0.2716,1.2774
0.7339,0.068477,0.3625,-0.313,0.9392
1.1576,0.03784,0.1212,0.171,1.4113
0.4322,0.026677,0.0801,0.1831,0.6051
0.9527,0.065913,0.7003,-0.7038,0.7779
0.8529,0.107003,0.8058,0.239,0.9262
0.9123,0.042367,0.2896,0.441,1.0806
0.6223,0.136758,0.3045,-0.6176,0.313
1.0093,0.030449,0.4701,0.0428,1.2743
0.757,0.063479,0.6621,-0.3873,0.8185
0.5968,0.09836,-0.2348,0.1574,0.0707
0.1863,0.033596,0.4729,-0.0452,0.3412
0.645,0.079518,0.2951,0.5458,0.6277
0.5414,0.043326,0.5883,0.3008,0.6317
1.1209,0.045454,-0.011,-0.24,1.3278
0.5921,0.112621,0.6184,0.38,0.6113
0.9175,0.030133,0.5742,0.81,0.6221
0.9479,0.090587,-0.2169,-0.2342,1.0349
1.0723,0.043427,0.1486,-0.178,1.3254
0.8173,0.112839,0.959,-0.383,0.5837
0.1224,0.063586,0.2929,-0.076,0.1867
0.7052,0.123409,-0.3799,0.1218,0.3964
0.7952,0.050015,0.1436,0.4477,0.9185
0.8568,0.060105,0.343,-0.604,0.8843
0.6897,0.112596,-0.2443,-0.3165,0.5482
0.807,0.089694,0.7298,0.6268,0.5646
0.4756,0.036022,0.2782,0.3117,0.6402
1.0142,0.049718,0.4467,0.7762,0.92
0.6463,0.110887,0.6664,0.4047,0.634
0.7717,0.058068,0.2569,-0.2312,1.014
0.7113,0.118077,0.7144,0.5796,0.3521
0.76,0.052839,0.6419,-0.3028,0.8892
0.8554,0.098535,0.8767,0.4138,0.7656
0.8725,0.071741,0.6024,-0.5672,0.8705
0.6622,0.055619,0.558,0.1176,0.8811
0.5681,0.100287,0.0659,0.4468,0.5403
0.9397,0.069193,0.5735,-0.0359,1.1798
0.7994,0.057426,0.5569,0.0979,1.0327
0.9979,0.051476,0.0032,-0.7464,0.8665
0.5279,0.057799,0.2023,-0.3859,0.6226
0.5551,0.110562,0.8603,0.0053,0.2712
0.3517,0.038204,0.1655,0.2472,0.4901
0.8899,0.082568,0.5793,-0.7296,0.7057
0.9668,0.026418,0.187,0.8369,0.7535
1.1047,0.034344,-0.071,-0.431,1.224
0.7752,0.096206,-0.1775,0.2157,0.8477
1.0638,0.083652,0.0397,-0.516,1.1703
0.6231,0.032288,0.0293,0.2171,0.7956
0.9017,0.07824,0.7547,0.4643,0.9106
1.1681,0.00601,0.1627,-0.3095,1.3967
0.5977,0.063533,0.1946,0.3088,0.781
0.9645,0.064392,0.8198,0.0139,1.0958
0.9483,0.059241,-0.1521,-0.0752,1.1071
0.4278,0.043143,-0.0387,0.0316,0.5326
0.7521,0.066573,0.7233,0.3124,0.8229
0.7019,0.037086,0.3041,0.371,0.8772
1.1128,0.045484,0.3104,-0.3319,1.3414
0.8082,0.09713,-0.1736,0.1329,0.9178
1.1462,0.011374,0.7551,0.1751,1.32
1.1807,0.005564,0.1525,-0.1436,1.4417
0.6487,0.057923,0.0181,-0.4,0.7001
0.9257,0.11848,0.9648,-0.1481,0.912
0.829,0.07755,0.4032,0.0436,1.1022
0.8635,0.041744,-0.0378,-0.2529,1.0302
1.0841,0.072012,0.2616,0.3438,1.308
0.5853,0.03739,0.3853,-0.2562,0.799
0.6913,0.069742,0.2418,0.3466,0.8761
0.8601,0.054337,0.1199,-0.2185,1.0904
1.1067,0.040272,0.4559,0.0626,1.3747
0.5342,0.027115,0.0646,0.2099,0.7093
0.8457,0.15857,0.8629,-0.4158,0.7591
1.0251,0.038175,-0.413,0.3093,0.9437
0.1062,0.063836,0.271,-0.0344,0.1865
0.8312,0.070518,0.6132,0.0114,1.052
0.7425,0.062242,0.451,0.0404,1.0071
0.9992,0.081669,0.1652,-0.0125,1.2692
0.7616,0.143129,-0.2893,0.2978,0.653
0.8241,0.088123,-0.362,-0.2167,0.7111
0.7536,0.095949,0.49,0.5849,0.7208
0.6473,0.091309,0.8034,0.2005,0.6427
0.5635,0.028596,0.623,0.1672,0.7152
1.004,0.105119,-0.1021,-0.2725,1.1556
0.9356,0.026923,0.1175,-0.8283,0.6677
0.9308,0.105389,0.1738,-0.1628,1.1866
0.6349,0.041214,0.209,-0.4517,0.7132
0.4381,0.078014,0.516,0.3764,0.3667
0.9889,0.048602,-0.4957,-0.0542,0.8571
1.0965,0.072901,0.2346,-0.5009,1.2517
0.683,0.082495,-0.2208,-0.0691,0.7097
0.4661,0.014632,0.2155,-0.1111,0.7232
0.1339,0.03239,0.1736,0.0035,0.3038
1.011,0.072058,0.9388,-0.2569,1.0241
0.7635,0.078418,0.767,-0.4299,0.7078
0.6394,0.046916,0.6813,0.2616,0.7275
0.895,0.048448,-0.1585,-0.125,1.0348
0.8689,0.12024,-0.4133,0.1094,0.7566
1.0758,0.020307,0.5757,-0.6499,1.0917
0.6924,0.125966,-0.2337,0.4368,0.2754
0.3236,0.05384,0.5878,0.0882,0.4125
0.8253,0.078527,0.805,-0.2452,0.8885
0.7665,0.0596,0.522,0.3829,0.9091
0.8728,0.058931,-0.1613,-0.6861,0.5452
1.0099,0.067057,-0.2023,-0.519,0.9804
0.8734,0.07101,-0.1425,0.0122,1.0298
1.1067,0.043185,0.0147,0.0138,1.3478
0.8055,0.108382,0.139,-0.654,0.7165
0.6146,0.115919,-0.2661,-0.0828,0.4896
0.295,0.087697,0.5751,0.0841,0.193
0.8869,0.050707,0.3179,0.3399,1.1001
0.7656,0.127046,-0.19,0.4227,0.6851
0.5021,0.023154,0.17,0.1913,0.725
0.7261,0.054123,0.3397,0.0602,1.003
0.9027,0.115492,0.367,-0.4819,1.0394
1.0602,0.058471,0.7868,-0.0273,1.2241
0.8855,0.056427,0.22,-0.3462,1.0896
0.847,0.082334,-0.3402,0.0706,0.8241
0.7148,0.156516,0.1482,-0.6255,0.5838
0.8711,0.082635,0.6795,0.5145,0.8769
0.7052,0.063017,-0.1941,0.1274,0.7619
0.8903,0.08373,0.8363,0.4111,0.8662
0.8782,0.087541,0.0479,-0.5379,0.9228
0.956,0.106657,0.0268,-0.152,1.1815
0.902,0.092015,1.0178,0.0994,0.8245
0.5205,0.06665,-0.1562,0.048,0.5164
1.0684,0.04689,0.1992,-0.3524,1.2822
1.1512,0.024186,-0.0618,0.0039,1.3711
0.918,0.029908,1.1401,-0.1649,0.6234
0.8268,0.083032,0.7728,-0.0188,0.9617
0.5993,0.059509,0.0946,0.3672,0.7061
0.7836,0.065046,0.1889,-0.4498,0.9094
0.8014,0.078906,0.2738,0.6405,0.7637
0.689,0.082141,0.153,-0.4841,0.7437
0.8713,0.075187,0.4104,-0.5789,0.9206
0.6721,0.033504,-0.0657,0.0008,0.8404
0.6856,0.118102,0.8731,-0.0206,0.6636
0.9893,0.1013,0.9439,-0.0119,1.0355
0.6841,0.057773,0.1276,-0.344,0.8426
0.5985,0.089608,0.8992,0.0758,0.2927
0.5479,0.063237,-0.1258,-0.1464,0.5837
1.0597,0.035308,0.0235,0.0549,1.3002
0.6974,0.072865,0.7121,-0.2447,0.7898
1.0545,0.033531,1.0406,0.0029,1.0358
1.0243,0.052081,-0.1218,0.4351,1.1042
0.7536,0.050645,0.3798,0.4879,0.8515
0.97,0.054996,-0.1817,0.6536,0.8087
0.8087,0.076195,-0.1786,-0.2871,0.8598
1.0038,0.069315,0.9875,0.2796,0.9622
0.4726,0.029681,0.4132,-0.277,0.6457
0.7926,0.066855,0.3195,-0.3537,0.9881
0.3721,0.065045,0.0473,-0.2519,0.3653
0.654,0.047309,0.4559,0.5209,0.6489
0.4583,0.059159,-0.081,0.0076,0.5266
0.7654,0.110483,0.0387,0.712,0.3851
1.084,0.050468,-0.2749,-0.2581,1.1579
0.9907,0.117189,0.1045,0.4376,1.1469
0.5066,0.042437,-0.0346,0.0208,0.6553
0.995,0.059482,0.7155,-0.1778,1.1685
0.6762,0.062557,0.5707,-0.4228,0.7339
1.1332,0.040606,0.443,0.3387,1.3533
0.8524,0.0659,-0.2468,0.1072,0.9209
0.9882,0.042509,0.7541,0.6864,0.8342
1.1535,0.028449,0.2671,-0.2963,1.3936
0.6265,0.06846,-0.0494,0.0312,0.7956
0.3812,0.058447,0.3061,0.3369,0.4626
0.735,0.076814,0.5478,-0.3133,0.8979
0.8628,0.068694,0.0604,0.5263,0.9201
1.1787,0.010384,0.4668,-0.0777,1.4448
0.0863,0.054892,0.2914,0.0533,0.2118
0.4582,0.078459,0.7336,-0.1255,0.381
0.614,0.093387,-0.1746,0.0709,0.6568
0.9831,0.055418,0.2178,0.4414,1.1552
0.7917,0.079065,1.0284,-0.2983,0.3969
0.2576,0.055728,0.5009,0.1677,0.3064
0.7976,0.038083,0.2702,0.567,0.8422
0.7355,0.092583,0.3413,-0.464,0.8478
0.3319,0.020115,0.3406,-0.206,0.536
0.7327,0.106522,-0.3134,-0.0745,0.665
0.6599,0.1028,0.6126,0.5329,0.5238
1.1333,0.014145,-0.2285,-0.0088,1.2796
0.9598,0.06819,0.1006,0.7936,0.7831
0.4211,0.025531,0.6561,0.0537,0.5072
0.7866,0.071415,0.0599,0.1654,1.0093
0.4479,0.031294,0.0655,0.1269,0.6372
0.7511,0.06208,0.4536,0.4345,0.8761
0.6794,0.056958,0.4344,-0.1915,0.9182
0.72,0.083199,0.7444,-0.5614,0.3688
1.0449,0.101845,0.1433,0.0532,1.311
0.4751,0.076071,0.6531,-0.2369,0.4982
0.923,0.076631,-0.09,0.3966,1.015
0.9799,0.083969,-0.3049,-0.0556,1.0445
0.8136,0.069171,0.1462,-0.1029,1.071
0.6777,0.115127,0.0064,0.5097,0.6153
0.7329,0.087566,0.6861,0.373,0.7847
0.9897,0.052683,-0.0124,0.2692,1.1785
0.6045,0.117366,0.0582,-0.5283,0.4311
1.0007,0.040032,0.2895,-0.2145,1.2568
0.3707,0.040123,0.2294,-0.3115,0.4623
0.8155,0.098601,0.6952,0.3694,0.895
0.7762,0.088282,0.0837,0.3471,0.9392
0.4523,0.085329,0.0436,-0.3604,0.3474
0.8505,0.095496,-0.1619,0.176,0.9691
1.028,0.076149,0.1228,0.7126,1.0004
0.9089,0.036116,0.4327,-0.3695,1.0995
0.7266,0.070846,-0.0082,0.3185,0.8542
0.5758,0.034023,0.6449,-0.1038,0.7328
1.143,0.030297,-0.0562,0.1787,1.3498
0.5015,0.02778,0.3936,-0.3013,0.6693
0.9575,0.065669,-0.4827,-0.0428,0.822
0.5624,0.071698,0.6707,0.0409,0.7058
0.962,0.044212,0.1008,0.3478,1.1542
0.9109,0.085985,-0.1065,0.6977,0.7002
1.0192,0.071378,0.6623,0.5891,1.033
0.9599,0.078068,0.4106,0.6424,0.9875
0.8412,0.10422,-0.3176,-0.1379,0.8277
0.8677,0.092613,-0.302,-0.5073,0.6328
1.1074,0.040543,0.4221,0.137,1.3729
0.895,0.064427,0.8227,0.3432,0.9259
0.5103,0.062848,0.7733,-0.0035,0.4832
0.8281,0.128674,0.2433,-0.6992,0.7158
1.0978,0.051193,0.5313,0.4399,1.2611
1.0803,0.046912,-0.2608,0.2803,1.1571
0.9919,0.040304,0.5744,0.1124,1.2283
1.1506,0.011907,0.5968,-0.3376,1.3399
1.1351,0.032838,-0.0252,-0.1119,1.3599
0.3972,0.088737,-0.0453,0.1888,0.2829
0.5622,0.070146,0.5373,-0.3939,0.6046
0.5974,0.094502,-0.0093,0.3554,0.645
0.8309,0.056419,0.7445,-0.1177,0.975
0.684,0.038481,0.6582,-0.1758,0.8382
0.8885,0.103959,0.9288,0.3828,0.7858
0.9518,0.070672,0.5495,-0.3923,1.111
0.1809,0.030938,0.2446,-0.142,0.3708
0.4031,0.094824,0.4683,-0.3659,0.26
0.9604,0.072287,-0.4571,-0.1524,0.8431
0.9607,0.051555,0.2134,-0.3627,1.1639
0.7791,0.099897,0.3861,0.5087,0.8664
0.7028,0.11645,0.4409,0.6211,0.5843
0.5453,0.066992,0.749,0.0902,0.5846
0.8021,0.062419,0.6208,-0.4307,0.8769
0.5205,0.070734,0.279,0.4497,0.5447
1.0891,0.035687,-0.1061,-0.499,1.155
0.4532,0.032842,0.4994,-0.2171,0.6259
0.9386,0.088137,1.0228,0.1822,0.8577
1.1293,0.046248,0.2167,0.2142,1.3857
0.31,0.077721,-0.0007,0.0318,0.2403
0.954,0.10297,-0.4263,0.0394,0.8911
0.5357,0.039483,0.1764,-0.2946,0.7069
1.1013,0.046767,0.6569,-0.1104,1.3175
0.9048,0.044811,1.1107,0.2713,0.5923
1.0521,0.070111,0.271,-0.5226,1.1912
0.7349,0.057692,0.5178,0.0039,0.9835
0.9074,0.090594,-0.2307,0.4098,0.8883
1.0731,0.064015,0.6115,-0.2213,1.2839
0.8613,0.114997,-0.1152,0.5756,0.766
1.1557,0.012386,-0.1194,0.0353,1.3544
0.9654,0.076835,-0.057,-0.6606,0.8812
0.5558,0.107728,0.188,-0.5355,0.2027
0.7514,0.088419,0.4354,0.737,0.3684
1.0059,0.040514,0.4826,0.0473,1.2691
0.8963,0.036099,0.4263,-0.3949,1.0743
1.1111,0.048034,-0.0133,-0.1205,1.3374
0.868,0.075393,-0.3702,0.469,0.5614
0.7512,0.053232,0.1092,0.4705,0.8337
1.0137,0.07762,0.0782,0.4973,1.135
0.3902,0.024236,0.3422,-0.2453,0.5793
1.0345,0.105083,-0.0909,-0.3488,1.1688
0.6907,0.069674,0.1965,0.3354,0.8752
0.9976,0.050998,0.0293,-0.4678,1.1155
1.0645,0.044092,0.6179,-0.056,1.2959
0.6538,0.054297,0.6953,0.2993,0.7125
0.4847,0.044492,0.1846,0.3447,0.601
0.3222,0.012112,0.4349,-0.0042,0.5749
1.0157,0.049886,0.4454,-0.2817,1.2451
0.5255,0.049486,0.5321,0.3412,0.6114
1.1508,0.033655,0.3995,-0.3298,1.3778
0.9405,0.105459,0.1653,0.1974,1.1893
0.84,0.101571,0.6455,0.3564,0.9614
1.1596,0.018648,0.5057,-0.213,1.4016
0.9175,0.096684,0.9195,0.3214,0.8823
0.8682,0.083863,0.8167,0.4198,0.8438
1.1622,0.01604,0.5639,0.2646,1.3822
0.458,0.085997,0.2803,-0.4419,0.3892
0.8084,0.064405,0.3787,-0.4252,0.9623
0.8336,0.096747,0.6552,-0.0783,1.0323
1.0007,0.078731,0.8481,0.2607,1.08
0.6237,0.038897,0.7525,-0.1399,0.6909
0.9942,0.029278,-0.4193,0.3884,0.8405
0.5769,0.102763,0.0741,-0.4982,0.4502
0.5147,0.051284,0.5879,0.369,0.5049
0.7404,0.062185,0.8328,-0.2581,0.7297
0.7037,0.056465,0.0974,0.0238,0.9519
0.5825,0.04114,0.4984,0.338,0.715
0.9736,0.108833,0.4876,-0.7043,0.9246
0.8603,0.141116,0.5503,-0.4639,0.9603
0.8021,0.062266,-0.2029,0.2518,0.8482
0.758,0.090447,-0.2171,0.4629,0.5791
1.1728,0.006239,0.2937,0.0099,1.4528
0.8937,0.045682,0.5626,-0.2074,1.1098
0.719,0.044294,0.1439,0.1292,0.969
1.027,0.056723,-0.3149,0.4246,0.9812
0.6149,0.128673,0.2957,-0.6085,0.21
0.3699,0.050971,0.1631,0.3244,0.3934
1.0665,0.056173,0.754,0.1968,1.2278
1.081,0.05569,0.3576,0.4117,1.279
0.7588,0.123888,-0.3248,-0.2823,0.5928
0.9875,0.058793,0.7375,0.0713,1.1652
0.6053,0.088646,-0.2,0.1479,0.5798
0.9718,0.07067,0.6915,0.4737,1.0369
0.6825,0.034008,0.2851,0.6027,0.6039
0.4803,0.052911,-0.0909,0.2236,0.4372
0.6873,0.073046,0.5927,-0.4728,0.6852
0.5808,0.046323,0.4347,0.3028,0.7599
0.6194,0.029349,0.0732,-0.4443,0.641
0.4257,0.055342,-0.0488,0.1185,0.4857
0.9006,0.046834,0.6533,-0.0088,1.1106
0.8365,0.058549,0.2798,0.3182,1.0542
0.8692,0.056968,0.4533,0.5478,0.9403
1.1342,0.03909,0.6941,0.0551,1.3442
0.8817,0.051903,-0.0351,-0.2958,1.0367
0.7927,0.111625,-0.4591,0.0773,0.4757
1.0205,0.054411,0.5325,0.2705,1.238
1.043,0.073074,0.5814,-0.4771,1.1642
1.0676,0.0519,0.0497,0.3034,1.2718
1.0871,0.048131,0.1728,0.234,1.3338
1.0568,0.072177,0.8296,0.3846,1.1142
0.9664,0.040132,0.3174,0.2905,1.2023
0.9797,0.068826,0.0467,0.4812,1.0946
0.6333,0.067192,0.7421,-0.2623,0.6546
0.6947,0.104971,-0.2659,-0.1935,0.6236
1.0195,0.080386,-0.1273,0.3041,1.1525
0.77,0.092142,0.9357,0.3313,0.5755
0.6186,0.02783,-0.0292,-0.1669,0.7721
0.4679,0.022223,0.1797,-0.2183,0.6731
0.8223,0.080684,-0.19,-0.1005,0.9282
0.8431,0.059251,0.5729,0.2989,1.0224
0.1637,0.056069,0.1491,-0.0035,0.2312
0.7904,0.068376,-0.288,0.2308,0.7495
0.8083,0.069389,0.9339,0.1734,0.7584
0.3311,0.02182,0.3235,-0.2354,0.5099
0.5681,0.088822,0.3458,0.568,0.2475
0.382,0.069125,0.2689,0.3755,0.3526
0.969,0.047034,0.5293,-0.2844,1.1781
0.6436,0.030161,0.0971,0.4898,0.645
1.1171,0.028396,0.1167,0.5409,1.2404
1.0622,0.068925,0.3422,0.347,1.284
0.6077,0.081575,0.0918,-0.4421,0.6353
0.9335,0.100645,0.8124,-0.272,1.0143
1.048,0.034365,0.9295,-0.4142,1.0116
0.8005,0.05751,0.3856,0.3135,1.0131
0.25,0.029308,0.4901,0.0607,0.4379
0.6177,0.054199,0.0559,0.2736,0.7757
0.6215,0.084658,0.5452,-0.5115,0.5345
1.0463,0.030886,0.4225,-0.0584,1.318
0.9777,0.112116,0.2871,0.3118,1.2072
0.6054,0.097917,-0.0438,0.3583,0.6233
0.84,0.098451,0.3685,-0.4877,0.9594
0.7342,0.08202,0.6935,0.3425,0.8022
1.0225,0.086196,0.6437,0.0663,1.2428
0.2359,0.044114,0.0748,-0.0239,0.3228
0.4529,0.039029,0.0056,0.0822,0.61
0.9028,0.082782,0.7987,0.5845,0.7623
0.7778,0.090607,-0.0248,0.2093,0.9531
1.0973,0.047363,0.4142,-0.5598,1.2161
0.9732,0.015139,0.4149,0.1051,1.2415
0.9249,0.042011,0.2241,-0.8418,0.6494
1.0318,0.068852,-0.1259,-0.4857,1.0803
0.3683,0.047947,0.3702,-0.3099,0.4643
0.905,0.042004,-0.1692,0.7006,0.6059
1.0609,0.09812,0.4334,0.0079,1.3331
0.384,0.110542,-0.0545,0.0407,0.1516
0.7378,0.043241,0.6882,0.0753,0.9065
0.9383,0.066654,0.5161,0.3319,1.1328
0.9105,0.030473,0.4564,-0.0802,1.1741
0.3763,0.024438,0.5932,-0.0534,0.5159
0.321,0.035469,0.1386,-0.2158,0.4465
1.1674,0.016682,0.5738,0.1111,1.4108
0.8264,0.049696,0.7624,-0.3431,0.8756
0.4702,0.123096,0.5577,-0.389,0.2139
1.041,0.063442,0.9891,0.022,1.0647
1.0577,0.055777,0.594,0.51,1.1619
0.638,0.074065,0.8502,-0.0002,0.6118
0.9264,0.096864,0.2818,0.662,0.9299
0.7565,0.095588,-0.2303,0.0492,0.8122
1.1054,0.022286,0.9182,-0.1114,1.1928
0.3704,0.014474,0.4539,0.0616,0.6141
1.0405,0.04382,0.5341,-0.1415,1.2848
0.8626,0.081565,-0.289,-0.3604,0.7893
0.8714,0.120278,-0.0829,0.5869,0.7965
0.971,0.109908,0.7305,0.5225,0.9809
0.887,0.073394,0.8946,-0.5535,0.6414
0.9543,0.062774,0.6245,-0.3769,1.0955
0.8145,0.107977,0.4627,-0.6455,0.7481
0.9461,0.047214,0.1896,-0.1815,1.2009
0.5946,0.107964,0.7655,0.3686,0.3674
0.6827,0.036462,0.2681,-0.0071,0.9617
0.7218,0.094723,1.0082,-0.074,0.4252
0.7457,0.111888,0.9105,-0.2089,0.661
0.519,0.127736,0.5976,0.3807,0.0787
0.7619,0.083203,-0.3647,-0.2016,0.5806
0.8381,0.042851,0.1813,-0.4229,0.9918
1.1523,0.01821,0.7028,-0.132,1.3532
0.5868,0.060116,0.0607,-0.3843,0.6481
0.9427,0.021961,0.1742,-0.1827,1.1951
1.0587,0.046808,0.1103,0.4353,1.226
0.8405,0.0896,-0.2421,0.4954,0.6843
1.0078,0.10837,-0.0129,0.5559,1.0595
0.58,0.026338,0.213,-0.0248,0.852
0.8939,0.081599,0.6799,0.5578,0.8712
0.4434,0.067548,0.0663,-0.3231,0.464
0.7451,0.110661,0.8263,0.2893,0.7285
0.7746,0.09038,0.5225,-0.3905,0.9115
0.3441,0.046512,0.4257,0.2879,0.4287
0.2049,0.055478,0.2368,0.195,0.2821
0.8976,0.039116,0.058,0.8135,0.573
0.4792,0.043411,0.4827,0.3312,0.5795
0.8123,0.083799,0.6345,-0.7083,0.497
1.1135,0.032956,0.3015,-0.27,1.3598
0.6193,0.111694,0.7777,-0.383,0.39
0.8178,0.127231,-0.1864,0.2737,0.8743
0.983,0.041808,0.5166,-0.7866,0.8277
0.7352,0.083067,1.0283,-0.0546,0.4002
0.775,0.046768,-0.0815,0.1729,0.9296
0.8955,0.027095,0.4309,0.3681,1.0875
0.8745,0.094061,-0.1606,0.5655,0.7597
1.0168,0.048747,0.4755,-0.3007,1.2356
0.8521,0.092929,-0.4179,-0.3426,0.5708
0.3662,0.090535,0.4197,-0.328,0.1697
0.6339,0.099194,-0.2961,-0.1662,0.1708
0.897,0.028866,0.5744,-0.1026,1.1293
0.6086,0.068944,0.7079,0.0423,0.7344
0.587,0.141451,0.1336,-0.5463,0.4009
0.5314,0.018442,0.3253,-0.1471,0.7897
0.8513,0.062964,0.4088,-0.8165,0.4903
0.5579,0.01838,0.1379,0.2777,0.7352
0.9737,0.038604,-0.0205,0.1326,1.1882
0.5657,0.053048,-0.0437,-0.2819,0.6233
0.2498,0.041505,0.427,-0.1852,0.3922
0.3394,0.027378,0.5164,-0.1522,0.4965
0.9439,0.079551,0.3869,-0.6291,0.9773
0.5493,0.105013,0.6862,-0.353,0.105
0.9044,0.048573,-0.2658,-0.0979,0.9743
0.8628,0.062505,0.341,-0.4915,0.9869
0.737,0.036089,0.4414,-0.4058,0.8786
1.161,0.022968,0.4389,0.0848,1.4303
0.4221,0.103074,0.2783,-0.4183,0.2506
0.784,0.061958,-0.4765,0.05,0.3177
0.9804,0.031668,0.3337,-0.1281,1.2513
1.1182,0.033913,0.7181,-0.3775,1.2474
1.0539,0.061238,-0.146,-0.2707,1.1926
0.3702,0.014499,0.4921,0.0706,0.592
1.0541,0.063588,0.487,0.6064,1.1243
0.4089,0.103879,0.4804,-0.3674,0.2923
0.9985,0.016816,1.0713,-0.2944,0.8477
0.5701,0.056201,0.0993,-0.3723,0.6576
0.5091,0.049287,0.6974,0.0795,0.5951
0.661,0.063835,-0.1699,-0.024,0.7389
0.7059,0.134906,-0.0425,0.4464,0.7041
0.8465,0.064092,-0.23,0.6238,0.4883
0.48,0.036742,0.0439,-0.1742,0.6421
0.1453,0.020069,0.3407,-0.0637,0.4047
0.455,0.075279,0.2912,-0.389,0.5125
0.6341,0.125606,0.7482,-0.4491,0.3285
0.7433,0.101652,-0.3186,-0.259,0.5887
1.0174,0.048474,0.4172,-0.3763,1.2179
0.8102,0.070166,0.7592,0.2617,0.8988
0.8371,0.076241,0.7168,0.0139,1.0088
0.772,0.071978,0.1363,-0.2446,0.9918
0.9149,0.049936,-0.0292,-0.3365,1.0614
0.956,0.02995,0.1929,-0.0926,1.2247
0.8734,0.075296,-0.1164,0.1075,1.0376
0.5431,0.12382,0.8458,-0.0396,0.2488
0.8529,0.084085,0.1073,-0.6797,0.7531
0.5561,0.052621,0.0339,0.1689,0.7357
1.0754,0.065007,0.5486,0.368,1.2615
0.7147,0.125543,-0.357,0.2247,0.4304
1.0666,0.033987,0.322,-0.2536,1.3154
1.1799,0.010747,0.1629,0.13,1.4443
0.4934,0.048875,0.4774,-0.2501,0.6676
0.5221,0.112393,-0.0179,-0.4077,0.302
1.039,0.066865,0.5128,0.6514,1.0639
0.8914,0.063049,-0.1157,-0.3244,0.9948
0.8728,0.085108,-0.1644,-0.6094,0.6895
1.0606,0.060471,0.7676,0.2604,1.1988
0.6016,0.104458,-0.1203,-0.3575,0.5075
0.8526,0.080255,-0.0315,-0.59,0.793
0.958,0.110506,0.1763,0.0024,1.2293
0.9037,0.047008,0.2417,-0.4696,1.0484
1.1008,0.056807,0.7332,0.3269,1.2407
