radius_m,manipulability,ee_x,ee_y,ee_z
0.911,0.070201,-0.0253,-0.4301,1.0112
0.2225,0.046213,0.5179,-0.0078,0.3318
0.2874,0.047508,0.4933,-0.1964,0.3565
0.8702,0.081924,-0.4115,0.0369,0.7771
0.7979,0.125727,-0.1548,0.397,0.8031
0.3485,0.063392,0.3552,-0.3359,0.3366
0.5298,0.094731,-0.1629,0.0453,0.5309
1.1218,0.039805,0.0713,0.1137,1.3723
0.6499,0.047839,0.5298,0.1469,0.8716
1.0153,0.108113,0.0243,0.4406,1.1536
0.9528,0.044812,0.3957,0.2394,1.1984
0.9182,0.027242,-0.1963,0.3285,0.9797
0.652,0.05441,0.0582,-0.5348,0.555
0.1658,0.043688,0.2476,0.1558,0.3181
0.7658,0.046087,0.1695,0.5526,0.7976
0.994,0.064123,0.7886,0.2672,1.1057
0.9908,0.04315,0.072,-0.0164,1.2435
0.7403,0.052685,0.5804,-0.4521,0.7925
0.902,0.081656,1.1107,-0.1548,0.6462
1.0164,0.094866,-0.2591,-0.0344,1.1267
0.6291,0.041827,0.2556,0.1881,0.8798
0.8644,0.117651,0.6865,0.5931,0.7819
0.8026,0.093832,-0.2283,-0.5061,0.6013
0.9533,0.04042,0.5604,0.2776,1.1558
0.8507,0.086433,-0.0874,-0.295,0.9749
0.0963,0.02573,0.378,0.0167,0.3375
0.5416,0.04074,0.466,-0.3877,0.6164
0.4028,0.039385,0.587,0.1641,0.515
0.9181,0.04942,0.1856,0.4392,1.0799
0.982,0.05327,0.1932,-0.3516,1.1889
0.8389,0.035427,0.2858,0.3692,1.0349
1.1332,0.055923,0.0807,0.118,1.3855
0.4249,0.09088,0.3738,-0.4148,0.2909
0.9397,0.0669,0.9976,0.4472,0.7297
0.9384,0.067089,-0.0803,-0.7049,0.762
0.6531,0.067739,0.9062,-0.1521,0.4722
0.9039,0.056296,0.0001,0.4255,1.0203
0.8073,0.101648,0.0871,0.4246,0.9346
0.9664,0.050521,0.8465,-0.6051,0.7963
0.6009,0.123971,0.0356,-0.5288,0.3606
1.0035,0.063671,0.6201,-0.7001,0.9204
1.1247,0.037235,0.5936,-0.2286,1.341
1.0666,0.057942,-0.317,-0.0854,1.1441
0.8843,0.029024,-0.0721,0.1392,1.0698
1.0574,0.102054,0.5176,-0.0338,1.3145
0.723,0.067528,0.7573,0.0788,0.8365
0.5664,0.091614,-0.0265,-0.4078,0.4887
0.726,0.060506,0.714,0.494,0.6221
0.7366,0.049892,0.6423,-0.2576,0.8786
0.8497,0.087256,0.1215,0.7423,0.6597
1.0136,0.063412,0.7384,0.6298,0.9472
1.0977,0.036809,0.8892,-0.1168,1.1994
0.2821,0.021416,0.2338,-0.2347,0.4144
0.6576,0.06089,0.5899,-0.0808,0.8651
0.6825,0.063213,0.6247,0.4467,0.6867
1.0042,0.077136,-0.3722,0.3068,0.96
0.7935,0.055329,0.179,0.4526,0.9227
0.6576,0.066479,-0.0521,-0.2681,0.7629
0.7938,0.078319,0.4906,0.5327,0.841
0.7939,0.071545,0.0674,0.635,0.7006
1.1711,0.015766,0.1618,-0.2286,1.4192
0.9304,0.055059,0.6994,-0.727,0.6966
0.9904,0.096249,-0.0538,-0.1407,1.1929
1.1533,0.025408,0.0189,0.2142,1.3781
1.1722,0.021773,0.3111,0.16,1.4417
0.7342,0.042143,0.8618,-0.0012,0.7549
0.9381,0.103096,-0.0528,0.5952,0.9159
0.4126,0.070088,-0.037,-0.2277,0.3221
1.0845,0.049179,-0.1038,-0.1947,1.266
0.4109,0.076529,0.704,-0.0519,0.3432
1.0591,0.040741,0.1864,0.0492,1.3318
0.8905,0.087762,0.9329,0.5162,0.6436
0.6996,0.088282,0.4109,-0.6625,0.463
0.871,0.038293,-0.007,0.2454,1.0577
0.6782,0.041198,0.2585,0.0597,0.9545
1.0503,0.080469,-0.3005,-0.3119,1.0804
0.4247,0.065206,0.3002,0.365,0.5035
1.0723,0.040704,0.2506,-0.1048,1.3456
0.731,0.091043,0.1562,0.7163,0.3542
0.753,0.087463,1.0495,0.0112,0.3696
1.1107,0.037678,0.1168,-0.4782,1.2635
1.1347,0.015963,0.1401,0.501,1.287
0.8172,0.025176,0.412,-0.3566,1.0052
0.7537,0.094044,-0.1603,-0.1491,0.8553
0.8187,0.11611,0.67,0.414,0.8854
0.8408,0.10868,-0.4348,-0.1434,0.6576
0.9191,0.080302,0.8829,-0.3265,0.9108
0.8631,0.139668,0.3589,0.5401,0.9539
0.7137,0.1212,0.154,0.6696,0.4905
0.9113,0.076996,-0.4972,0.0116,0.7182
0.3298,0.017394,0.2087,-0.1694,0.5448
0.8213,0.086793,-0.163,0.2203,0.9215
0.9841,0.056768,1.049,0.3047,0.8455
0.8983,0.062338,-0.2082,0.2504,0.9771
0.3888,0.074915,-0.0679,0.0654,0.383
1.1767,0.007975,0.214,-0.1309,1.4456
1.0945,0.021421,0.3433,-0.0343,1.373
1.0551,0.094716,0.328,0.339,1.2801
0.7158,0.07871,0.6538,-0.3089,0.8191
1.1397,0.022452,0.3062,-0.4675,1.3177
0.7768,0.056604,0.7198,-0.3494,0.8314
0.3338,0.064544,0.618,0.0201,0.3861
0.8857,0.033588,0.7301,-0.0756,1.0512
0.4158,0.015358,0.5132,0.1252,0.6169
0.9903,0.073544,-0.0762,0.6548,0.9234
1.0318,0.031961,-0.4392,0.235,0.9597
0.7546,0.083652,0.3308,-0.5846,0.7515
0.7432,0.099895,0.2166,-0.6203,0.6744
0.4985,0.056265,0.6667,-0.1566,0.5794
1.0404,0.033984,-0.2205,-0.5503,0.9889
0.7513,0.087545,0.1847,0.404,0.905
0.8805,0.107294,0.9003,0.1738,0.9032
0.991,0.037764,0.5499,0.1586,1.2269
1.071,0.056423,0.2275,-0.6469,1.1273
0.5771,0.054406,0.2856,-0.3632,0.725
0.7023,0.080816,0.214,0.692,0.1711
1.034,0.031368,0.2717,-0.1432,1.303
0.8968,0.091188,0.9956,-0.1579,0.8248
0.745,0.127422,-0.4025,-0.091,0.5035
0.9807,0.096732,0.4241,-0.7281,0.9211
0.8016,0.072137,0.9539,-0.1824,0.7075
0.8134,0.035231,0.488,0.5817,0.8213
0.9653,0.089,0.3662,-0.6302,1.005
1.0274,0.065435,0.2363,-0.7085,1.0175
0.4351,0.101171,0.5308,-0.3589,0.353
0.5661,0.076642,0.476,0.5414,0.2453
0.8045,0.067978,0.726,-0.4275,0.8103
1.0559,0.025113,-0.3414,0.375,1.0306
0.7976,0.108118,0.3882,-0.7657,0.4714
0.5646,0.049173,0.8417,0.1612,0.3304
0.8879,0.115453,-0.0864,0.4555,0.9384
0.4599,0.050148,-0.0937,0.0434,0.5112
0.9954,0.049427,0.0052,-0.097,1.2248
0.4975,0.092765,0.7581,-0.0689,0.0955
1.1696,0.015025,0.1732,0.1557,1.4326
0.8952,0.069447,0.2381,-0.4035,1.0747
0.8313,0.024279,0.2872,0.8273,0.3931
1.0822,0.077264,-0.0225,0.2578,1.2807
0.3535,0.034194,-0.0018,0.0171,0.4604
0.9608,0.068728,0.2234,0.5633,1.0572
0.7273,0.020456,0.0021,-0.1865,0.9147
1.1275,0.048413,0.5041,0.2495,1.3617
0.6278,0.113252,0.8092,0.2785,0.5275
0.6447,0.080099,0.3804,0.6296,0.4139
0.9012,0.101997,-0.3002,0.3448,0.8575
0.9932,0.040429,0.4763,-0.2454,1.2254
0.8044,0.090324,0.0708,-0.2979,0.989
0.6934,0.110709,0.8439,-0.0311,0.711
1.0407,0.032667,0.3931,-0.1595,1.3038
0.8672,0.031631,0.3487,-0.001,1.1459
1.1001,0.040776,0.5143,0.4151,1.278
1.127,0.02513,0.2354,0.2117,1.3857
0.9647,0.053934,0.3615,-0.3965,1.1556
0.9681,0.073485,-0.2955,0.0401,1.0409
1.1342,0.032086,-0.0374,0.3439,1.3075
0.9493,0.100729,0.4368,0.3263,1.1626
1.0644,0.049228,-0.2419,0.4285,1.0905
0.879,0.093127,0.2674,0.1696,1.1425
1.1864,0.010608,0.3258,-0.0214,1.4659
0.6511,0.134987,-0.1897,-0.4215,0.2416
0.4719,0.028735,0.4568,-0.2429,0.6512
0.6636,0.123377,0.2258,-0.6425,0.4096
0.7353,0.07871,0.2709,0.3452,0.9305
0.8924,0.108532,1.067,-0.1233,0.7213
0.729,0.0716,0.5837,0.1501,0.9362
0.8999,0.05189,-0.2068,0.0485,1.021
0.8419,0.024461,0.1823,0.338,1.0434
1.0673,0.075035,0.5529,0.5761,1.1453
1.0283,0.046867,-0.0535,0.0449,1.244
0.4893,0.037743,0.7223,-0.0506,0.5243
0.764,0.117099,0.9807,-0.2321,0.5393
0.6989,0.064622,-0.2673,0.3016,0.5554
0.532,0.046841,0.7673,0.0141,0.5374
0.8665,0.07082,0.8657,-0.2856,0.8709
0.9238,0.060307,-0.1152,0.078,1.101
0.9997,0.078793,0.8748,-0.3674,1.0104
0.8619,0.09156,0.1717,0.0961,1.127
0.9266,0.015587,-0.357,-0.54,0.6387
1.0529,0.059116,0.0997,0.537,1.1652
0.7918,0.073952,0.8033,0.6123,0.3522
0.9426,0.114,-0.2774,0.3454,0.9405
1.083,0.034295,0.288,-0.0063,1.3629
0.9752,0.084121,-0.3888,-0.152,0.9506
1.118,0.016385,0.5662,-0.5234,1.2298
0.4103,0.121876,0.4551,-0.3581,0.1622
0.9288,0.038469,0.1478,0.8359,0.6629
0.713,0.084546,0.6949,-0.4299,0.6871
0.9903,0.073462,-0.4014,-0.1067,0.9684
0.6859,0.074629,-0.0658,-0.2524,0.7992
1.154,0.014032,0.699,0.0209,1.3633
0.4582,0.069487,-0.1069,0.0813,0.4721
0.6161,0.05297,0.0086,0.1576,0.7995
0.3917,0.050935,0.516,0.2791,0.4585
1.0861,0.037573,-0.3469,0.0973,1.1459
0.6662,0.124064,-0.0594,0.563,0.3053
0.6782,0.123245,0.8877,0.3423,0.327
0.9234,0.048794,0.0241,0.4191,1.0566
0.6857,0.04698,0.3185,0.053,0.9637
1.0703,0.06722,0.1978,0.6026,1.1611
0.9005,0.030703,0.6575,-0.0429,1.106
0.9186,0.146132,0.3077,0.6082,0.9717
0.3032,0.042445,0.5626,-0.0915,0.4018
0.5945,0.122321,-0.2758,-0.1005,0.1859
0.927,0.105698,0.2921,-0.3153,1.1502
0.6388,0.063743,0.3142,0.3799,0.7962
0.9972,0.084427,0.4538,-0.6819,0.9879
0.7678,0.106206,0.2884,0.4801,0.882
1.0741,0.076786,0.715,-0.2447,1.2398
0.681,0.109735,0.109,0.4604,0.747
1.0105,0.054247,0.905,-0.16,1.0741
1.0116,0.061369,-0.2035,0.0446,1.1554
0.447,0.056363,-0.103,0.0361,0.4669
1.0573,0.055977,0.019,0.302,1.2542
0.6374,0.055189,0.5877,0.1605,0.8277
1.0775,0.047063,0.6188,0.1118,1.3042
0.5269,0.028045,0.5508,-0.3595,0.5691
0.9678,0.062681,0.2701,-0.4832,1.1158
0.8146,0.088038,-0.0029,-0.0348,1.0344
0.598,0.049773,0.2759,-0.455,0.6627
0.4536,0.042548,0.6665,-0.1214,0.5191
0.7254,0.086723,0.5507,0.6845,0.2502
0.3672,0.108441,-0.0531,-0.0441,0.1993
0.8398,0.120787,0.8902,0.4731,0.6527
0.8962,0.055087,-0.15,0.246,1.015
0.3317,0.068528,0.5614,-0.1886,0.2051
1.0008,0.01067,0.1862,-0.0509,1.2725
0.9128,0.092466,0.7807,-0.0853,1.0519
0.826,0.089214,0.087,-0.2217,1.0449
0.9962,0.068468,0.2212,0.784,0.8942
0.7313,0.091454,0.0045,-0.6138,0.5349
0.7863,0.089991,-0.2676,0.4857,0.5285
0.556,0.114334,0.654,-0.3428,0.535
0.5156,0.04583,-0.0726,0.0894,0.624
0.8363,0.031877,0.2272,-0.4579,0.9733
0.1925,0.016363,0.1832,0.0321,0.4289
0.8064,0.082424,0.1476,0.2635,1.0276
1.092,0.048354,-0.3009,-0.0153,1.1903
0.1758,0.052927,0.4733,-0.023,0.2513
0.6905,0.043026,0.055,0.128,0.9127
1.0463,0.031488,0.4092,-0.7483,0.9994
1.0748,0.049133,0.264,-0.1127,1.3478
1.0134,0.068222,-0.2673,-0.1789,1.0983
0.33,0.064437,0.3395,-0.3193,0.3356
0.965,0.0527,-0.1248,-0.6935,0.7927
1.0115,0.056067,0.2589,-0.4488,1.1835
0.7388,0.118393,0.0507,-0.6058,0.6134
0.5983,0.056684,0.1929,-0.4903,0.5994
1.0618,0.054086,0.7498,0.3795,1.1664
0.5405,0.063068,0.6419,-0.2021,0.6461
0.9725,0.059147,0.5892,-0.3375,1.1441
0.9354,0.062082,-0.5265,0.0947,0.705
0.8619,0.099511,0.4161,-0.3067,1.0759
0.6227,0.071857,-0.1491,-0.0839,0.7004
0.889,0.081949,-0.4067,-0.3353,0.6962
0.8964,0.07024,-0.0055,-0.2363,1.0871
0.9873,0.040222,0.0622,-0.13,1.2284
0.9124,0.101357,0.1298,-0.0762,1.1725
0.3446,0.031022,0.528,0.1554,0.4913
0.5953,0.034449,0.1841,-0.2612,0.7999
0.5821,0.132484,0.8361,-0.226,0.3061
1.0778,0.052412,-0.2583,0.0567,1.1993
0.8202,0.067419,0.9622,0.4702,0.4188
1.1333,0.024978,-0.0747,0.353,1.2902
0.4442,0.060648,0.6679,-0.1692,0.4628
0.6461,0.066948,0.5955,-0.18,0.8253
0.7729,0.077849,0.4082,0.5989,0.7615
0.897,0.041741,-0.0939,0.7513,0.5786
1.005,0.040955,0.5908,-0.1984,1.2211
1.1065,0.014594,-0.2908,-0.2172,1.1879
0.8033,0.042425,-0.1847,0.1159,0.9093
0.9608,0.071753,0.6349,0.221,1.1547
1.0121,0.064197,0.4146,-0.7223,0.976
0.4456,0.058394,0.1107,-0.3901,0.3631
0.3613,0.085959,-0.0021,0.1966,0.2487
0.6612,0.065271,0.56,-0.4405,0.6961
1.0779,0.061277,0.7374,0.2665,1.2304
1.0783,0.048468,0.6579,-0.0834,1.2941
1.1112,0.033757,0.2785,0.2245,1.3688
1.0216,0.106169,0.4722,0.2185,1.2641
0.6293,0.116107,-0.1277,-0.4467,0.3722
0.6379,0.046058,-0.1267,0.1581,0.7266
0.9888,0.106968,0.8654,-0.2421,1.0544
0.8599,0.068852,-0.1541,-0.1259,0.9975
0.9759,0.028881,0.459,0.0034,1.2431
1.1076,0.037512,0.2358,0.2099,1.3663
1.0046,0.100554,0.1945,-0.6807,1.0075
0.4922,0.133556,0.1548,0.4581,0.1605
0.8419,0.062389,0.5977,0.4426,0.9348
0.9141,0.043552,0.3723,0.2745,1.1503
0.6739,0.102593,-0.0596,-0.282,0.7717
1.1821,0.007851,0.2669,0.1498,1.4525
0.4784,0.063941,0.0193,0.2757,0.5541
0.7378,0.106803,0.1407,-0.5087,0.7856
0.9387,0.01326,0.2282,-0.1531,1.2026
1.1641,0.026516,0.4749,0.0777,1.4288
0.9639,0.067489,0.1256,-0.5906,1.018
0.8168,0.063625,0.7033,0.3992,0.8713
0.8907,0.077364,-0.2546,-0.2134,0.9407
0.5857,0.077128,-0.0057,-0.2587,0.7036
0.6805,0.064917,0.157,-0.5707,0.6146
0.4293,0.031003,0.5968,0.0647,0.586
0.8478,0.090783,0.7837,0.0952,0.9715
1.0836,0.037659,0.3302,0.0403,1.3626
0.955,0.046249,0.3359,-0.832,0.7408
0.4338,0.085019,-0.0764,-0.1913,0.3635
1.0802,0.054511,0.0972,-0.583,1.1635
0.9496,0.035086,0.1817,-0.329,1.1612
1.1415,0.041845,0.268,0.3554,1.3654
0.7686,0.038986,0.777,-0.0242,0.8835
0.722,0.059306,-0.3078,0.0564,0.6631
0.7992,0.083205,0.7784,0.6168,0.4697
0.9196,0.020813,0.508,0.1507,1.1641
0.7249,0.086706,0.5514,-0.4616,0.7766
1.111,0.059717,-0.2224,0.0426,1.2588
0.6555,0.052092,0.5867,-0.0462,0.8683
0.4335,0.012673,0.3703,0.2168,0.6513
0.7689,0.082135,0.5378,0.2496,0.9693
0.3704,0.089162,0.0259,-0.2425,0.2613
1.17,0.018911,0.3997,-0.2068,1.4268
0.6184,0.061015,0.3643,0.3581,0.7831
0.9979,0.03446,0.1394,0.0918,1.2606
0.919,0.040817,0.2388,0.8473,0.6393
0.9672,0.028999,0.4208,-0.2481,1.2063
0.767,0.086496,0.6829,-0.0733,0.9412
0.9748,0.042225,0.4753,-0.1658,1.2242
0.842,0.060863,0.3155,-0.6358,0.8274
0.9862,0.028238,0.2541,-0.0845,1.2611
0.5351,0.071739,-0.0815,-0.2544,0.5495
1.0386,0.04024,0.3188,-0.1453,1.3077
0.8488,0.054942,0.6102,0.1693,1.0533
0.8038,0.118348,-0.1496,-0.291,0.8761
0.7461,0.050696,0.3658,-0.5301,0.7971
1.0161,0.045193,0.6165,0.2223,1.2212
0.7651,0.092181,0.6908,-0.2811,0.8741
0.8149,0.084887,0.7204,-0.3522,0.8817
0.5729,0.026001,0.6637,0.0431,0.7225
1.0428,0.051997,0.1717,0.7187,1.028
0.7902,0.078712,-0.0684,-0.6784,0.4277
1.1804,0.007671,0.2759,-0.0136,1.46
0.5753,0.040231,-0.0591,-0.0657,0.7225
0.5336,0.033343,0.5661,-0.245,0.6711
0.8965,0.048963,0.0108,0.3451,1.0562
0.9241,0.123646,0.111,0.5006,1.0355
1.0551,0.026928,0.0592,0.7046,1.0305
1.1793,0.011356,0.4885,-0.0407,1.4436
1.1291,0.032952,0.5802,0.4085,1.2967
0.7846,0.131536,0.1541,0.7126,0.5825
0.6763,0.148786,0.767,0.4013,0.5682
0.6694,0.120613,0.9293,-0.2294,0.2815
0.9679,0.070106,-0.1378,-0.651,0.841
0.7608,0.124195,-0.3114,-0.4282,0.4067
0.732,0.09428,-0.1654,0.0008,0.8435
0.5981,0.065019,0.7386,-0.2015,0.6333
0.9216,0.0644,0.3147,-0.5558,1.0121
1.1086,0.042417,-0.0531,-0.1244,1.3224
0.9113,0.046892,0.3275,-0.4224,1.0851
0.7368,0.096535,-0.1715,-0.2363,0.791
0.3495,0.051003,0.3938,-0.3031,0.4196
0.8981,0.023922,0.5366,0.0027,1.1469
0.6993,0.05588,0.851,0.262,0.6276
0.8276,0.074753,-0.1471,0.4307,0.8288
0.847,0.045004,0.194,-0.4498,0.9872
0.7333,0.091026,0.1706,0.6276,0.6426
0.8932,0.069168,0.5634,0.4711,0.9948
0.5491,0.073752,-0.0685,-0.31,0.5364
0.8985,0.117708,-0.3635,0.1427,0.8675
0.8954,0.041587,1.0923,0.3096,0.5687
0.4718,0.040738,0.1528,-0.3536,0.5495
0.7077,0.09818,0.5698,-0.4983,0.7005
0.9291,0.105389,0.5861,-0.1618,1.149
0.6901,0.026173,0.2038,0.3184,0.8864
1.1043,0.054968,0.5331,-0.0172,1.3597
0.7921,0.072733,-0.1807,-0.0355,0.9069
0.9782,0.044505,0.5296,-0.2071,1.2076
0.9468,0.069494,0.339,-0.557,1.0419
0.8301,0.062856,0.8189,0.1206,0.9188
0.4974,0.117269,0.3383,-0.4906,0.2394
1.0833,0.044174,-0.0907,-0.0664,1.2872
0.7219,0.068058,0.0289,0.1034,0.9408
0.407,0.028423,0.5125,-0.2324,0.536
0.7264,0.121546,0.1458,-0.5822,0.6799
0.8447,0.092723,0.0108,-0.0367,1.072
0.5289,0.029223,0.549,-0.1899,0.7056
0.7277,0.051603,0.2663,-0.4562,0.8427
0.3786,0.077339,0.4069,-0.3574,0.3229
1.1375,0.037771,0.4754,0.3321,1.3552
0.6146,0.055279,0.1387,-0.2238,0.8271
1.0347,0.040181,0.0363,-0.0442,1.2789
0.8653,0.070759,0.1566,0.3697,1.0506
1.0165,0.098931,0.08,0.6345,1.0457
1.0743,0.05407,-0.1102,-0.4275,1.1734
0.2856,0.055057,0.3548,0.2802,0.3284
0.986,0.048205,0.4412,0.3794,1.181
1.0377,0.093357,0.2859,0.4858,1.1989
0.9483,0.107836,0.0488,0.0099,1.1939
0.755,0.073121,0.7241,-0.2346,0.8588
0.7411,0.058921,0.2276,0.0857,1.0128
0.617,0.054025,0.4646,-0.5037,0.5909
0.6729,0.059224,0.5612,-0.0146,0.9007
1.1657,0.015769,0.2804,0.301,1.407
0.952,0.108882,0.7247,-0.249,1.0946
0.2076,0.027902,0.4407,-0.0802,0.4094
0.893,0.0336,0.3489,0.3985,1.0796
0.5538,0.068443,0.1342,0.4246,0.5985
1.0784,0.054124,0.5606,-0.4481,1.2243
0.8676,0.104985,0.2973,-0.5176,0.9734
0.8688,0.075367,0.9598,-0.0218,0.8468
1.0185,0.036748,0.1744,0.2442,1.2615
0.8723,0.103145,0.657,0.1249,1.0675
0.9468,0.102177,0.7706,0.6435,0.7971
0.3379,0.079847,0.5235,0.2576,0.2548
0.5186,0.054089,0.2821,-0.5142,0.2965
0.7437,0.065122,-0.058,-0.3788,0.8064
0.9104,0.069059,-0.2403,0.0765,1.0078
0.7159,0.078371,0.3518,-0.3202,0.9164
1.0698,0.050806,0.3541,0.3428,1.2933
1.035,0.040193,0.1661,0.7541,0.9799
0.2082,0.036169,0.1091,-0.0148,0.3564
1.1126,0.016593,-0.1459,-0.1129,1.2918
0.6612,0.071968,0.6219,0.3599,0.7361
0.6157,0.096006,0.6011,0.4444,0.5889
0.2369,0.082568,0.1179,-0.1012,0.1739
0.4842,0.035864,-0.0185,0.0602,0.6386
0.9605,0.085651,0.3793,-0.7773,0.8335
0.2936,0.089096,0.3886,0.2795,0.2279
0.9306,0.068491,0.0571,0.1773,1.1609
0.4541,0.021155,0.1141,0.0085,0.6934
1.0632,0.028117,0.1758,0.1385,1.3271
0.9644,0.054799,0.7579,0.1661,1.1142
0.7728,0.041469,0.5016,-0.5521,0.7783
0.8387,0.111788,0.2312,-0.5327,0.9208
0.5463,0.043746,0.622,-0.2327,0.6541
0.5376,0.054333,0.6403,-0.2615,0.6025
0.4367,0.095799,0.7212,0.0338,0.398
0.9534,0.092406,0.1568,-0.7166,0.8873
0.771,0.063348,0.6602,-0.4562,0.7844
0.7655,0.079658,0.428,0.7578,0.3206
0.4617,0.132525,0.2894,-0.4259,0.1118
1.0698,0.049572,0.2639,-0.6638,1.115
0.1072,0.065085,0.2978,0.0445,0.1809
1.034,0.056816,0.7052,0.2214,1.2069
1.1563,0.025377,0.441,0.2866,1.3925
0.7209,0.140494,0.7392,0.5564,0.4321
0.6581,0.093481,-0.2461,0.1935,0.5912
0.7601,0.076983,0.1388,-0.2534,0.9764
0.7299,0.088186,0.5864,-0.6615,0.3755
0.8618,0.114608,0.9749,-0.0207,0.8178
0.3882,0.060669,-0.0627,0.105,0.3669
0.3887,0.083931,-0.0676,0.0099,0.1594
0.9255,0.087045,0.2925,0.7233,0.8621
1.0717,0.062107,0.7274,0.4446,1.1593
0.7348,0.047085,0.3976,0.0659,1.0059
0.4396,0.042732,0.257,-0.3814,0.4869
0.7015,0.094641,0.8853,-0.1662,0.6306
1.0886,0.040752,-0.3177,-0.0468,1.1737
0.8458,0.096511,0.1087,-0.1599,1.087
0.7932,0.082382,-0.0772,-0.495,0.7664
0.9337,0.105119,0.1315,0.3507,1.13
0.3353,0.042505,0.5221,0.1955,0.4449
0.8184,0.112799,-0.1424,-0.3092,0.8919
0.5236,0.046815,-0.1226,-0.147,0.5468
1.0132,0.040463,0.0781,-0.7554,0.9126
0.9014,0.035259,0.6188,-0.1761,1.1044
1.0187,0.068004,0.5718,-0.5068,1.1191
0.9096,0.088519,0.4765,-0.3336,1.1064
0.8359,0.056801,0.6655,0.5067,0.84
1.1444,0.035268,0.2643,-0.0848,1.4203
0.7725,0.062438,0.5923,0.5752,0.7113
0.9295,0.095063,-0.3345,-0.2485,0.9088
0.5128,0.073291,0.3417,-0.3842,0.6129
0.5744,0.041006,0.4636,0.2002,0.795
0.9344,0.104016,0.5348,-0.6412,0.9146
0.7872,0.112077,0.7459,0.4545,0.7484
0.8661,0.096551,0.0042,0.046,1.0922
1.0599,0.05993,0.5465,-0.3782,1.2379
1.1127,0.04421,0.7149,0.1034,1.3084
0.6765,0.05543,0.2359,-0.4051,0.8148
0.6454,0.063129,0.0368,0.4922,0.6084
0.5029,0.102644,0.7066,0.2969,0.3368
0.8598,0.086329,0.918,-0.3139,0.7886
0.8518,0.096224,0.4747,0.2508,1.0767
0.3378,0.084141,0.3073,0.33,0.1924
1.025,0.080744,0.4364,0.4037,1.2141
0.8313,0.096527,0.1778,0.6951,0.7247
1.0331,0.055247,1.0135,0.1938,1.0044
1.0178,0.060109,0.0339,-0.4141,1.1685
0.9842,0.109658,-0.2375,0.439,0.9789
1.005,0.07787,0.9967,0.2665,0.9569
0.9713,0.052868,0.1861,0.1366,1.2352
0.9397,0.071249,0.8871,0.1952,0.9899
0.3173,0.02963,0.2868,0.2458,0.4848
0.9915,0.048217,-0.4939,-0.1486,0.8515
0.8969,0.094063,0.4809,0.1896,1.139
0.625,0.114897,0.4192,0.6033,0.4126
0.7246,0.099895,0.8545,0.01,0.7487
0.3342,0.091068,0.1906,-0.2996,0.1948
0.4095,0.058377,0.6802,-0.0092,0.4361
0.8642,0.066493,0.907,-0.0798,0.8913
0.7247,0.108158,-0.2152,0.3222,0.6756
0.5209,0.047553,0.204,-0.4308,0.5501
1.1124,0.039657,0.4726,-0.3531,1.3196
0.9295,0.032798,1.1198,0.2342,0.6569
0.784,0.121651,-0.2997,-0.3902,0.5921
0.2177,0.028643,0.4356,0.1274,0.3992
0.7761,0.084115,-0.2043,0.0237,0.8681
0.9965,0.020041,0.5106,0.802,0.8389
0.5519,0.049923,0.5861,0.3067,0.6434
0.9413,0.084254,0.4021,-0.7136,0.8811
0.8614,0.091344,0.2688,0.0555,1.1392
0.5115,0.016289,0.59,0.0222,0.7022
0.6422,0.07937,0.188,-0.6003,0.4655
0.1537,0.022705,0.407,-0.0212,0.3892
0.0698,0.042224,0.2335,-0.0097,0.2755
1.0175,0.085861,0.762,0.4779,1.0538
0.5779,0.03658,0.3639,-0.265,0.7877
0.6183,0.056046,-0.1835,-0.0858,0.6523
0.6909,0.144144,0.0549,-0.529,0.644
0.857,0.072328,0.9768,-0.447,0.555
0.8823,0.041271,0.0867,-0.4223,1.022
0.8071,0.054287,0.2792,0.6071,0.8157
0.5425,0.037963,0.4541,0.2843,0.7187
0.6742,0.053042,-0.1941,-0.0367,0.7349
0.6871,0.06165,-0.1328,0.4822,0.5132
0.7563,0.087809,0.8182,-0.3617,0.6945
0.8641,0.097987,0.7153,0.0878,1.0341
0.7498,0.111719,-0.4139,0.1849,0.4106
0.5603,0.027491,0.4953,0.1509,0.7849
1.0655,0.062234,-0.2444,0.0561,1.1932
0.5958,0.129525,-0.0403,0.4419,0.4946
0.9171,0.136809,0.3534,-0.6283,0.9424
0.9649,0.074722,0.7289,0.0996,1.14
0.6414,0.122669,-0.306,-0.1886,0.3499
0.4702,0.037131,0.0728,-0.2709,0.5852
0.7439,0.074425,0.5416,0.164,0.9657
0.4153,0.046379,0.6561,-0.0826,0.4788
0.9248,0.033788,0.8306,-0.6621,0.6436
1.0108,0.059908,0.1427,-0.4894,1.1479
0.3368,0.033582,0.1675,0.2707,0.4354
0.8508,0.12184,0.596,-0.6161,0.783
0.8426,0.060234,-0.1211,0.7124,0.4504
0.8352,0.044994,0.0977,0.5873,0.8416
0.3531,0.028841,0.3065,0.2811,0.4987
0.9592,0.109678,0.6908,-0.2434,1.1213
0.5049,0.024274,0.565,-0.0628,0.7057
1.0354,0.028696,0.4704,-0.5105,1.1626
0.9072,0.02415,0.8565,0.6509,0.591
1.144,0.032654,0.6262,0.1349,1.3692
0.9776,0.098684,0.2041,-0.5668,1.0678
0.4326,0.111277,0.4223,-0.4114,0.294
0.9942,0.070451,0.8339,-0.232,1.0861
1.0317,0.080843,0.6651,-0.2833,1.202
1.0603,0.041815,0.8933,-0.3895,1.0672
