step,t,a_base_lin,a_base_ang,a_ee_dx,a_ee_dy,a_ee_dz,a_grip,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,base_roll_deg,base_pitch_deg,base_yaw_deg,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_base_x,ee_base_y,ee_base_z,box_x,box_y,box_z,box_qw,box_qx,box_qy,box_qz,gripper,holding,grasp_event,drop_event,goal_x,goal_y,goal_z,reward,slope_reward,terminated,truncated,contact_force_n,q_dummy_base_prismatic_x_joint,q_dummy_base_prismatic_y_joint,q_dummy_base_revolute_z_joint,q_panda_joint1,q_panda_joint2,q_panda_joint3,q_panda_joint4,q_panda_joint5,q_panda_joint6,q_panda_joint7,q_panda_finger_joint1,q_panda_finger_joint2,qd_dummy_base_prismatic_x_joint,qd_dummy_base_prismatic_y_joint,qd_dummy_base_revolute_z_joint,qd_panda_joint1,qd_panda_joint2,qd_panda_joint3,qd_panda_joint4,qd_panda_joint5,qd_panda_joint6,qd_panda_joint7,qd_panda_finger_joint1,qd_panda_finger_joint2
70,26.5101,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1e-06,2e-06
71,26.8717,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1e-06,2e-06
72,27.2148,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1e-06,2e-06
73,27.5645,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
74,27.9328,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
75,28.2641,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
76,28.628,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
77,28.9707,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
78,29.3071,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
79,29.6454,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
80,29.9839,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
81,30.3411,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
82,30.6826,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
83,31.0508,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
84,31.3984,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
85,31.7356,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
86,32.0912,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
87,32.4292,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
88,32.792,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
89,33.1297,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
90,33.4651,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
91,33.8345,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
92,34.1761,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
93,34.5504,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
94,34.905,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
95,35.256,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
96,35.614,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
97,35.9537,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
98,36.3009,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
99,36.6365,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
100,36.9941,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
101,37.3461,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
102,37.6884,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
103,38.0571,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
104,38.4153,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
105,38.7773,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
106,39.1131,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
107,39.4492,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
108,39.8016,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
109,40.1393,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
